Begin Time - ss.msec	End Time - ss.msec	InfantVoc	AdultDirection
4976.2	4977.15	fuss	
4978.123	4979.045		N
4979.207	4980.921		N
4983.06	4983.78	x	
4983.323	4983.771		T
4984.404	4985.092		T
4985.165	4985.455	/w3]/	
4985.454	4986.006		T
4987.41	4987.972		T
4988.439	4988.99		T
4989.025	4990.084		T
4996.11	4996.95	/\ d2/	
5017.288	5019.318		U
5020.058	5021.963		U
5024.04	5025.36	/d4 d2 \/	
5037.39	5038.87	/d4 dq d4 \/	
5038.87	5039.085	inhalation	
5039.17	5040.45	x	
5042.62	5045.22	cry	
5045.76	5046.97	cry	
5048.81	5049.81	cry	
5059.06	5059.53	/d4/	
5060.96	5061.69	/d4 \/	
5063.94	5065.22	/d4 \ d4 \/	
5067.56	5067.57	/d4 d4 d4/	
5067.57	5067.81	/de/	
5068.31	5068.57	/d4/	
5069.03	5069.4	/d4/	
5070.3	5071.53	/d4 \ d4 \/	
5071.885	5072.75	/\ d2/	
5075.2	5075.5	x	
5078.05	5078.43	x	
5078.98	5079.91	/d4 d4 \/	
5096.18	5097.67	/\ d4 d4 d4/	
5100.61	5101.43	x	
5108.57	5108.81	x	
5140.35	5141.48	scream	
5141.48	5141.73	inhalation	
5141.845	5143.315	cry	
5152.315	5152.975	x	
5153.345	5154.385	x	
5157.78	5158.81	fuss	
5160.84	5161.85	cry	
5165.487	5165.99		N
5166.215	5166.683		N
5168.388	5169.926		N
5171.1	5172.502		U
5174.19	5174.85	/d4 d4/	
5186.055	5187.345	x	
5187.685	5188.685	x	
5189.05	5190.24	x	
5191.03	5191.5	x	
5191.81	5193.5	x	
5193.95	5195.57	scream	
5197.57	5198.43	/de d4/	
5210.314	5211.332		U
5211.663	5212.385		U
5222.082	5222.461		U
5240.27	5240.53	x	
5241.65	5242.18	sneeze	
5242.36	5242.86	breath	
5243.21	5243.92	sneeze	
5244.49	5246.59	fuss	
5248.66	5252.54	cry	
5259.08	5262.18	cry	
